customerid,transactions,price,quantity,country,date
655,"Cheese, Pasta",73,6,Canada,3/4/2020
314,Onions,9,4,United Kingdom,3/7/2023
676,"Fish, Apples, Chicken",8,11,Australia,3/11/2023
776,"Chicken, Grapes, Onions, Potatoes, Bananas",49,14,United States,9/13/2024
392,"Eggs, Cheese, Tomatoes, Bananas, Onions",57,19,Canada,4/23/2022
592,Carrots,36,16,Australia,2/2/2021
982,"Bread, Beef, Tomatoes, Grapes",79,20,Canada,1/31/2024
19,"Beef, Eggs",37,8,Australia,1/21/2024
531,"Potatoes, Oranges, Onions",75,14,Australia,6/4/2022
831,"Lettuce, Carrots",44,7,United Kingdom,4/29/2022
497,"Tomatoes, Cheese",75,12,United Kingdom,3/13/2024
216,"Milk, Cereal",48,18,Canada,12/24/2020
242,"Carrots, Apples",19,18,United States,9/5/2022
538,"Potatoes, Lettuce",66,19,United States,1/6/2020
882,"Pasta, Chicken, Carrots",20,6,Australia,2/13/2023
637,Beef,29,4,Canada,7/7/2022
738,Bananas,23,19,United States,5/14/2022
88,"Bread, Chicken, Cereal, Milk",22,10,Germany,5/1/2023
184,"Chicken, Bananas, Onions, Carrots, Milk",31,18,Canada,10/22/2020
542,Oranges,17,9,Canada,12/30/2023
456,"Eggs, Oranges, Carrots, Potatoes, Milk",680,11,Australia,11/26/2021
811,"Bananas, Apples, Bread",96,13,United States,2/5/2020
864,"Tomatoes, Onions, Rice",66,17,Canada,8/15/2022
489,"Eggs, Apples, Butter, Carrots, Fish",93,13,United Kingdom,10/17/2023
324,"Lettuce, Cheese, Rice",90,16,Canada,10/23/2021
613,"Tomatoes, Chicken, Oranges, Milk, Butter",67,14,United Kingdom,2/5/2023
220,"Milk, Pasta, Potatoes, Onions",83,20,Australia,2/22/2022
984,"Cereal, Tomatoes, Onions, Butter",3,13,Germany,5/5/2023
958,Eggs,86,13,Germany,9/13/2023
570,"Cereal, Grapes, Bread",99,2,United Kingdom,5/17/2024
822,"Butter, Carrots, Apples, Milk",71,1,Australia,7/16/2024
579,"Tomatoes, Lettuce",22,12,Germany,9/29/2021
91,"Cereal, Cheese, Bread",95,15,Germany,5/16/2024
451,"Potatoes, Cheese",19,7,United States,9/21/2021
8,Chicken,72,4,United States,6/14/2024
861,Fish,63,18,Germany,8/25/2024
908,"Tomatoes, Bananas, Butter, Potatoes",15,19,United States,5/21/2020
307,Rice,56,1,United States,12/31/2020
906,"Fish, Tomatoes",27,3,Australia,7/2/2021
663,"Butter, Bananas, Carrots, Cheese",42,12,Canada,1/19/2020
947,"Chicken, Oranges",14,20,United Kingdom,12/5/2023
821,"Potatoes, Butter",94,6,United States,1/26/2022
376,"Eggs, Bananas, Beef",32,20,Canada,4/23/2022
266,"Bread, Carrots, Pasta, Milk",48,10,Australia,1/28/2023
481,"Cereal, Onions, Fish",12,16,Canada,5/11/2020
474,"Milk, Apples, Onions, Bread, Lettuce",49,2,United Kingdom,7/16/2024
328,Pasta,42,12,Germany,5/29/2023
432,"Rice, Beef, Grapes",61,1,Canada,6/14/2023
323,"Carrots, Bananas, Eggs, Bread, Rice",13,10,Germany,10/27/2021
743,"Onions, Cheese, Chicken, Apples",11,9,Germany,12/19/2023
927,Eggs,4,6,United Kingdom,3/10/2024
39,"Pasta, Rice, Fish, Oranges, Apples",75,2,Germany,8/4/2021
494,"Butter, Eggs",60,18,United States,9/29/2021
385,"Bread, Oranges",56,20,United Kingdom,11/20/2021
999,Lettuce,47,16,Germany,7/3/2021
319,"Bread, Butter, Fish, Milk, Rice",79,20,Canada,6/6/2021
233,"Lettuce, Onions, Rice, Pasta, Grapes",31,18,United Kingdom,12/7/2024
925,"Beef, Tomatoes, Cheese, Butter",8,7,United States,9/13/2023
368,"Bananas, Cereal, Cheese",70,19,United States,8/10/2022
448,"Milk, Potatoes, Apples, Tomatoes, Rice",17,8,Australia,10/9/2024
508,Onions,74,5,United Kingdom,7/27/2024
185,"Tomatoes, Chicken, Pasta, Apples",15,10,United Kingdom,12/6/2022
189,"Grapes, Eggs, Cereal, Pasta",99,13,United Kingdom,10/13/2020
299,"Eggs, Bread, Apples",52,18,Australia,11/11/2022
742,"Eggs, Rice, Potatoes, Butter",11,16,Australia,9/22/2024
805,"Fish, Milk, Lettuce, Pasta, Rice",70,3,Germany,8/19/2021
62,"Cereal, Rice, Tomatoes",84,3,United Kingdom,7/16/2024
367,"Bread, Apples",47,19,United Kingdom,1/22/2020
547,"Rice, Chicken, Apples",91,10,United Kingdom,7/15/2022
432,Butter,8,3,Australia,9/30/2024
148,"Butter, Eggs, Potatoes, Tomatoes",8,1,Canada,4/22/2024
687,"Beef, Potatoes, Oranges",14,5,Germany,9/6/2020
865,"Lettuce, Fish, Tomatoes, Cereal, Grapes",94,1,Australia,9/30/2024
101,"Grapes, Eggs",98,20,Australia,9/10/2023
990,"Butter, Rice, Apples",44,13,Australia,9/1/2023
894,"Onions, Pasta, Milk",70,9,United Kingdom,3/19/2023
14,"Carrots, Cereal",13,18,Germany,6/1/2022
553,"Tomatoes, Grapes, Eggs",55,2,Germany,4/23/2020
809,"Butter, Cereal",46,1,United Kingdom,8/6/2023
357,"Tomatoes, Apples, Pasta, Grapes, Potatoes",61,8,Australia,4/10/2024
509,"Lettuce, Apples, Oranges, Onions",47,7,United Kingdom,8/12/2020
366,Eggs,63,4,United Kingdom,7/16/2020
284,Potatoes,79,3,Australia,4/9/2024
617,"Grapes, Milk, Butter",40,1,Australia,7/3/2022
817,"Potatoes, Beef, Milk, Fish, Eggs",94,15,Germany,6/21/2021
44,"Pasta, Eggs, Potatoes, Milk",58,16,Australia,5/17/2024
518,"Chicken, Eggs",54,5,Canada,5/8/2021
998,"Chicken, Rice, Tomatoes",46,8,United States,10/27/2020
255,"Grapes, Potatoes, Butter, Oranges",60,15,Australia,6/6/2023
795,"Milk, Eggs, Fish, Rice, Carrots",74,1,Australia,12/22/2020
420,"Chicken, Carrots",14,6,United States,10/29/2023
835,"Cereal, Lettuce, Beef",67,4,United Kingdom,6/5/2022
104,"Carrots, Potatoes",10,5,United States,3/12/2022
166,Beef,69,13,United Kingdom,11/14/2022
468,"Butter, Onions, Bananas",80,4,Canada,10/27/2024
590,"Potatoes, Grapes",99,15,United States,2/12/2024
614,"Onions, Grapes, Milk",80,7,Canada,12/30/2021
967,"Carrots, Bananas, Oranges",1,8,Australia,1/31/2024
490,"Milk, Chicken, Onions, Potatoes",54,12,Canada,9/24/2023
368,Potatoes,24,7,Germany,12/20/2021
54,"Cereal, Apples, Tomatoes, Carrots, Milk",2,1,United States,1/27/2023
326,"Tomatoes, Bananas, Bread",65,2,Australia,8/28/2022
64,"Carrots, Grapes",88,1,Canada,8/17/2023
90,"Fish, Tomatoes, Bananas, Butter",13,12,United States,1/12/2024
853,"Carrots, Cereal, Pasta, Grapes, Tomatoes",24,19,United Kingdom,10/1/2022
769,"Apples, Tomatoes",15,7,United Kingdom,9/3/2021
896,Oranges,76,6,Germany,3/29/2022
430,"Lettuce, Carrots, Fish, Potatoes, Bananas",48,15,Germany,6/16/2020
474,Fish,36,16,United Kingdom,11/23/2021
860,"Fish, Rice, Chicken, Grapes, Oranges",1,9,Canada,6/28/2023
184,"Apples, Lettuce, Potatoes, Fish",84,17,United States,4/19/2024
270,"Onions, Bread, Bananas",75,18,Germany,6/30/2023
172,"Bread, Milk, Oranges, Pasta, Eggs",43,7,Australia,8/10/2021
818,"Cheese, Milk, Bread, Beef",98,10,Australia,9/29/2024
675,"Cereal, Butter",97,5,Canada,10/29/2021
22,"Eggs, Potatoes, Milk, Grapes, Onions",14,13,United Kingdom,1/13/2021
314,"Bread, Chicken, Fish",65,17,Germany,6/16/2020
810,"Oranges, Eggs",10,15,Australia,9/27/2021
764,"Carrots, Onions, Milk, Apples, Rice",12,10,Germany,6/1/2024
834,"Grapes, Potatoes, Rice",7,18,Canada,7/16/2022
451,"Rice, Cereal, Lettuce",69,6,United States,9/30/2020
758,"Bread, Chicken",52,15,Germany,8/12/2022
990,"Grapes, Potatoes, Cereal",38,3,Canada,11/4/2024
234,"Bananas, Chicken",30,18,Canada,5/9/2021
394,"Bread, Bananas, Chicken",98,13,Germany,6/8/2022
531,"Potatoes, Chicken, Cheese, Grapes",2,10,Australia,12/5/2022
86,"Bread, Butter, Apples, Fish, Lettuce",97,12,United States,11/15/2023
583,"Oranges, Eggs, Beef, Onions, Carrots",85,14,Australia,5/10/2021
446,"Apples, Rice",45,1,United States,12/21/2023
351,"Butter, Pasta, Chicken, Oranges",86,3,Australia,8/25/2021
42,"Fish, Lettuce, Potatoes, Butter",,,Germany,3/23/2024
443,"Grapes, Cereal",28,18,Australia,10/14/2021
150,"Pasta, Cheese, Carrots",1,7,Canada,1/28/2024
938,"Cereal, Cheese, Lettuce, Bread",28,16,United Kingdom,7/16/2021
547,"Cereal, Pasta, Lettuce",97,4,Canada,11/11/2020
383,"Fish, Eggs",58,16,United States,2/13/2024
320,Onions,12,18,Australia,6/10/2022
618,"Pasta, Rice, Grapes, Apples",60,4,United Kingdom,7/9/2020
317,"Oranges, Tomatoes",53,5,Australia,11/25/2023
624,"Milk, Chicken, Cereal",44,3,Australia,8/11/2021
260,"Potatoes, Tomatoes, Beef, Butter, Oranges",190,14,Canada,8/17/2022
904,"Fish, Apples, Bananas, Cheese",82,14,Canada,2/25/2024
125,"Onions, Bananas, Butter, Carrots",81,19,United States,11/4/2020
835,"Butter, Fish, Bananas, Pasta, Apples",68,10,United Kingdom,5/31/2024
822,"Pasta, Chicken, Grapes",59,17,Canada,4/6/2023
666,"Onions, Fish, Beef, Grapes",74,12,United States,9/9/2022
524,Onions,74,8,Australia,11/28/2024
524,"Beef, Chicken, Potatoes, Cheese, Pasta",72,2,United States,9/24/2020
515,Apples,26,4,Canada,6/18/2022
680,"Onions, Pasta, Potatoes",45,4,Australia,6/29/2023
134,"Potatoes, Fish, Apples, Oranges, Eggs",8,19,United States,10/18/2024
463,"Rice, Oranges, Fish, Lettuce, Bananas",8,13,Australia,4/16/2020
214,"Beef, Grapes, Rice, Lettuce",90,4,Australia,3/12/2021
344,"Bananas, Tomatoes",81,9,Canada,2/3/2023
275,"Chicken, Cereal, Carrots, Butter, Fish",11,4,Germany,9/17/2020
572,"Oranges, Apples, Eggs, Rice, Tomatoes",58,7,United States,3/6/2023
603,"Oranges, Fish, Bread, Pasta, Chicken",63,8,Canada,8/17/2021
192,"Potatoes, Bananas",60,20,United States,5/4/2024
438,Potatoes,77,15,Canada,8/18/2024
111,"Bread, Rice, Oranges, Fish, Bananas",51,3,United Kingdom,7/13/2021
234,"Pasta, Cheese",32,2,Germany,2/29/2024
569,Potatoes,82,3,Germany,1/24/2023
550,"Pasta, Bread, Bananas",35,14,Canada,11/21/2021
578,"Bananas, Cheese, Tomatoes, Potatoes, Butter",23,15,Canada,2/16/2020
942,"Eggs, Apples, Pasta, Lettuce",32,20,Canada,4/23/2020
153,Potatoes,60,11,United States,7/25/2024
910,Rice,24,2,Canada,10/25/2020
794,"Milk, Carrots",51,12,Germany,10/29/2021
909,"Lettuce, Oranges, Tomatoes",98,10,Germany,1/27/2024
205,Rice,1,11,Australia,6/4/2024
434,"Milk, Carrots, Chicken, Grapes, Tomatoes",69,8,Australia,10/19/2022
576,"Carrots, Lettuce, Bread",26,19,Germany,12/27/2023
720,"Oranges, Grapes, Cheese, Bananas",23,3,Canada,4/3/2022
430,"Bananas, Milk, Beef",16,9,United States,8/20/2020
395,"Eggs, Grapes, Cereal",51,8,Australia,8/11/2024
801,"Milk, Butter, Cereal",54,18,United States,4/28/2022
230,"Bread, Onions, Grapes, Oranges",12,2,United Kingdom,12/8/2022
643,"Eggs, Grapes, Cheese, Fish",70,8,Canada,6/19/2023
899,Lettuce,93,17,Germany,2/8/2020
323,Cheese,63,17,Germany,2/11/2020
634,"Bread, Beef",88,14,Germany,11/30/2021
531,"Grapes, Oranges",0,5,United States,4/2/2024
398,Butter,7,2,United States,11/2/2023
303,"Lettuce, Potatoes, Onions",98,15,United Kingdom,1/5/2023
248,"Onions, Beef",,,Canada,3/18/2023
690,"Bananas, Fish",34,19,Canada,3/1/2021
639,"Butter, Cheese",23,16,Canada,11/14/2020
1000,"Rice, Bananas",62,1,United Kingdom,2/11/2020
223,"Cheese, Pasta, Apples, Fish, Beef",55,14,Germany,12/13/2022
601,"Eggs, Grapes",84,5,United States,11/11/2022
433,"Tomatoes, Oranges, Onions, Lettuce, Grapes",28,5,Australia,12/3/2023
882,Tomatoes,81,16,United States,11/13/2023
536,"Potatoes, Apples, Rice, Bread",12,7,Germany,6/29/2023
67,"Apples, Cereal, Butter, Lettuce, Oranges",180,10,United Kingdom,4/17/2021
945,"Chicken, Rice, Lettuce, Bread, Potatoes",67,8,United Kingdom,8/22/2024
449,"Carrots, Bananas, Grapes, Rice",37,12,Canada,12/15/2023
596,"Fish, Chicken, Onions, Lettuce",20,16,United Kingdom,2/25/2023
616,Potatoes,15,15,Canada,6/26/2020
817,Cheese,13,5,Canada,9/23/2024
662,"Bananas, Oranges, Eggs, Pasta",81,15,United States,5/6/2023
614,"Bread, Beef, Apples, Tomatoes",55,15,Germany,5/17/2020
596,Butter,18,5,Canada,2/16/2020
464,"Fish, Grapes, Carrots, Butter",45,20,Germany,11/29/2023
90,"Apples, Chicken, Bananas, Onions",58,7,Germany,5/15/2023
357,Potatoes,65,13,Germany,5/20/2021
879,"Eggs, Potatoes, Cheese, Milk",81,15,Canada,4/22/2020
393,"Oranges, Eggs, Butter, Onions",15,10,Canada,11/12/2022
401,"Pasta, Cheese, Oranges",0,14,United Kingdom,11/6/2023
900,"Bananas, Butter, Rice, Grapes, Cheese",77,9,United Kingdom,7/21/2024
553,"Chicken, Bananas, Pasta, Tomatoes, Onions",84,4,Australia,4/27/2023
549,Grapes,32,5,Australia,7/2/2021
209,"Bread, Butter, Oranges, Apples, Fish",67,6,United Kingdom,4/12/2024
384,Cheese,78,16,Australia,1/21/2022
940,"Butter, Bananas, Milk, Rice",17,2,Canada,2/28/2023
182,"Bread, Oranges",76,9,Germany,3/11/2020
140,"Pasta, Onions, Rice, Carrots, Bread",85,2,United States,7/5/2020
370,Eggs,77,15,United States,5/24/2022
190,"Beef, Lettuce",42,18,United States,9/19/2023
339,"Cheese, Butter",53,2,Canada,6/15/2020
308,"Eggs, Onions, Fish, Lettuce, Cereal",64,3,United States,10/17/2022
76,Cereal,80,16,Germany,7/31/2022
689,Eggs,29,18,Canada,2/16/2020
662,"Butter, Tomatoes, Bread",77,10,United States,2/2/2021
864,Tomatoes,48,4,United Kingdom,5/31/2023
642,"Beef, Carrots",68,6,Australia,12/9/2023
786,"Carrots, Rice, Eggs",5,2,United States,1/4/2022
642,"Bananas, Milk, Potatoes, Grapes",3,7,United Kingdom,3/24/2022
124,"Butter, Potatoes, Onions",86,11,Germany,5/2/2022
342,"Carrots, Apples, Beef, Lettuce, Potatoes",16,18,United Kingdom,3/23/2024
378,"Milk, Grapes, Pasta, Beef",93,1,Germany,12/2/2022
815,"Bread, Butter",67,13,United Kingdom,7/23/2020
358,"Oranges, Carrots",3,20,Germany,6/1/2022
196,"Apples, Oranges",72,16,Germany,8/20/2023
49,Cheese,56,1,United Kingdom,8/15/2024
997,"Tomatoes, Onions, Cheese, Beef",98,16,Australia,10/19/2021
720,Beef,51,20,United Kingdom,8/3/2020
911,"Onions, Bread",46,19,United Kingdom,2/2/2020
585,"Apples, Grapes, Carrots, Cheese, Bread",48,4,United Kingdom,1/9/2021
426,Bananas,95,9,United Kingdom,9/4/2022
422,Carrots,29,19,Canada,12/16/2020
545,"Chicken, Apples, Pasta",12,3,Australia,9/27/2022
68,"Onions, Butter, Eggs, Grapes, Bananas",,,Canada,2/5/2023
849,"Apples, Chicken, Bread",7,7,Australia,5/5/2022
334,"Eggs, Cheese, Lettuce, Oranges, Beef",43,12,United States,7/5/2024
579,"Cereal, Butter, Milk",85,12,United Kingdom,4/11/2021
425,"Grapes, Lettuce",3,4,United States,12/29/2023
276,"Grapes, Pasta, Milk",21,9,Australia,8/18/2022
580,"Cereal, Oranges, Beef",58,13,United States,3/22/2020
353,"Butter, Apples, Cheese, Tomatoes, Bananas",83,4,United States,12/18/2020
317,"Bread, Tomatoes, Cheese, Eggs, Fish",27,14,United Kingdom,11/26/2023
354,Butter,1,17,Canada,7/22/2024
267,Beef,54,6,United Kingdom,10/5/2022
898,"Fish, Milk, Bananas, Oranges, Cereal",38,8,Australia,2/22/2024
450,"Fish, Tomatoes",47,18,United States,6/24/2024
447,"Onions, Pasta, Fish, Grapes, Carrots",43,9,Germany,7/2/2021
777,"Apples, Tomatoes",58,1,United Kingdom,7/25/2022
664,Oranges,40,5,Germany,5/10/2023
601,"Eggs, Apples",43,20,United States,10/30/2024
400,"Grapes, Chicken",21,6,Germany,9/5/2024
28,"Grapes, Bread, Fish",49,2,United Kingdom,2/4/2024
20,"Lettuce, Bread",43,19,Germany,8/16/2023
147,Rice,4,19,United Kingdom,10/5/2020
414,Apples,50,16,Germany,1/3/2024
600,"Onions, Pasta",320,20,Canada,12/10/2021
985,"Oranges, Rice, Apples, Lettuce",96,16,Australia,10/8/2024
879,"Carrots, Tomatoes",78,11,Canada,3/21/2022
73,Potatoes,48,16,United States,3/17/2021
508,"Beef, Bananas",80,4,Germany,7/17/2021
277,"Tomatoes, Oranges, Chicken, Onions",73,18,United States,5/2/2023
919,"Grapes, Pasta",33,16,United Kingdom,8/15/2022
919,Cheese,21,17,Germany,9/2/2021
89,"Apples, Carrots, Grapes, Bananas, Cheese",88,3,Germany,12/18/2022
783,"Rice, Potatoes, Beef",63,19,United Kingdom,10/4/2023
75,"Fish, Potatoes, Beef, Rice",54,15,Australia,11/11/2023
987,"Cereal, Cheese, Butter, Pasta, Tomatoes",96,10,Australia,4/11/2024
996,"Butter, Cereal, Oranges",71,18,United States,10/3/2021
317,"Bananas, Potatoes",17,3,United States,2/2/2023
508,"Cheese, Butter",1,2,Canada,1/28/2024
602,"Oranges, Eggs, Onions, Milk",53,10,United Kingdom,11/25/2021
652,"Bananas, Cereal, Carrots, Butter, Potatoes",65,5,United States,9/12/2020
520,"Cheese, Carrots, Milk, Onions, Potatoes",76,4,Canada,3/4/2021
766,Grapes,45,10,United Kingdom,6/2/2023
755,"Potatoes, Pasta, Bread, Carrots",91,11,Germany,10/25/2021
451,"Cereal, Lettuce, Bread, Potatoes, Bananas",64,13,United Kingdom,2/27/2020
926,"Carrots, Milk, Butter, Bananas, Lettuce",40,16,United States,4/15/2021
109,"Milk, Cheese, Beef, Onions, Carrots",68,9,Germany,1/22/2022
753,"Carrots, Milk, Chicken",43,18,Canada,11/20/2023
350,"Tomatoes, Bread, Onions, Pasta, Bananas",18,1,Germany,3/9/2020
499,"Pasta, Cheese, Beef, Oranges",42,15,Canada,4/16/2020
469,"Oranges, Bread",96,19,United States,12/22/2023
513,"Potatoes, Chicken",13,7,Australia,4/12/2023
449,Lettuce,42,6,Australia,9/1/2020
242,"Apples, Carrots",94,13,Australia,4/20/2020
878,"Milk, Chicken, Oranges",40,15,Germany,6/10/2021
415,"Oranges, Butter, Cereal, Potatoes",53,7,United States,1/29/2024
876,"Beef, Eggs, Fish, Carrots, Cheese",13,12,Germany,5/6/2021
625,"Rice, Chicken, Apples",3,3,United Kingdom,4/16/2021
401,"Chicken, Apples, Fish, Carrots",85,8,United Kingdom,1/28/2022
375,"Chicken, Fish, Lettuce",84,13,United Kingdom,2/24/2021
965,"Chicken, Butter",93,7,Canada,7/15/2020
758,"Apples, Bananas, Pasta",92,3,United Kingdom,2/2/2024
522,"Chicken, Butter, Rice, Grapes",95,15,Australia,12/7/2024
509,"Bread, Bananas, Tomatoes, Milk, Oranges",84,7,Germany,2/29/2020
849,"Tomatoes, Lettuce",90,15,Canada,2/26/2024
506,"Carrots, Rice, Fish",78,1,United States,1/3/2020
740,"Oranges, Grapes, Tomatoes, Beef, Bananas",55,7,Canada,9/8/2021
214,Milk,45,17,Canada,12/29/2021
740,"Oranges, Lettuce, Chicken",79,13,Germany,6/19/2021
158,"Carrots, Lettuce",47,9,United States,2/27/2020
656,"Onions, Beef",96,5,Germany,6/23/2024
173,"Grapes, Chicken, Apples, Potatoes, Fish",60,2,United Kingdom,2/18/2023
186,"Lettuce, Chicken",46,17,Germany,11/30/2022
315,"Milk, Cheese, Oranges, Bread",91,16,United States,9/18/2023
796,"Bread, Butter, Eggs, Cheese",90,5,Canada,1/6/2024
937,"Potatoes, Lettuce, Cereal, Rice",11,5,Germany,7/1/2022
793,"Eggs, Cheese",15,12,United Kingdom,1/1/2020
680,"Grapes, Tomatoes, Lettuce, Bananas",73,20,Germany,11/27/2021
447,"Apples, Pasta, Tomatoes, Cheese",67,20,United States,9/19/2021
929,"Eggs, Fish",83,3,Canada,6/27/2024
891,"Chicken, Rice, Milk, Bread, Butter",98,18,United States,4/14/2021
151,"Bread, Onions",69,6,United States,12/31/2023
921,Fish,75,10,United Kingdom,10/11/2024
17,"Butter, Tomatoes, Fish",8,1,Australia,8/10/2021
41,"Apples, Chicken, Carrots, Rice, Milk",26,5,Canada,4/22/2024
526,"Potatoes, Cereal",47,8,United Kingdom,8/18/2021
847,"Milk, Beef, Rice, Bananas, Carrots",29,19,Canada,11/18/2024
229,Fish,76,18,United States,4/8/2024
368,"Bread, Milk",41,7,Australia,9/7/2020
187,"Oranges, Tomatoes",5,5,United Kingdom,5/20/2023
672,Milk,2,16,Australia,4/28/2021
782,"Carrots, Bread, Lettuce, Apples, Oranges",73,3,Australia,12/3/2023
588,"Carrots, Potatoes",87,13,Canada,6/11/2020
956,Grapes,1,6,Canada,2/3/2021
197,Beef,79,1,United Kingdom,9/7/2024
10,"Cereal, Eggs",7,16,Australia,12/9/2024
764,"Apples, Chicken",88,6,Germany,6/7/2024
314,Cereal,23,13,Canada,11/5/2024
838,"Onions, Pasta, Cheese, Cereal",95,1,Germany,6/8/2024
233,"Apples, Bananas, Beef, Bread, Potatoes",85,4,United Kingdom,11/29/2024
596,"Lettuce, Pasta, Beef, Rice",33,1,Canada,2/6/2023
203,Onions,79,20,Canada,11/10/2024
926,"Bread, Fish",27,19,Australia,6/10/2022
161,"Rice, Bananas",70,18,Australia,9/28/2024
810,"Eggs, Rice",88,16,United Kingdom,3/29/2023
477,"Cereal, Bananas, Oranges, Apples",84,8,United States,2/18/2023
322,"Pasta, Bread",56,17,United Kingdom,1/21/2024
664,"Tomatoes, Bananas, Potatoes",23,11,Germany,11/3/2022
754,"Onions, Rice, Apples",60,16,Australia,3/21/2020
179,"Butter, Chicken, Onions",,,United Kingdom,11/7/2023
821,"Fish, Chicken",7,12,Australia,5/21/2020
350,"Fish, Eggs, Apples, Lettuce, Chicken",97,7,Australia,6/2/2024
16,"Eggs, Lettuce",33,5,United Kingdom,1/2/2021
862,Bananas,,,United Kingdom,3/30/2023
799,"Milk, Bananas, Lettuce",93,11,United States,8/18/2023
796,"Apples, Onions",90,16,Canada,8/13/2020
197,"Fish, Tomatoes, Butter",12,3,Germany,8/17/2021
714,"Grapes, Oranges",83,16,Canada,4/23/2024
273,Onions,74,13,Germany,5/6/2020
504,"Apples, Pasta, Cheese, Beef",82,20,United States,1/3/2021
391,"Butter, Cheese, Fish",79,4,Canada,6/25/2021
70,"Eggs, Milk, Apples, Onions, Potatoes",39,2,Canada,8/1/2024
690,Grapes,35,14,Australia,5/21/2024
718,"Cheese, Grapes, Beef",90,12,United Kingdom,7/25/2024
502,"Carrots, Eggs, Chicken",30,14,United Kingdom,1/3/2021
484,"Lettuce, Milk",50,5,Germany,8/2/2022
83,Rice,40,3,Australia,9/28/2021
610,"Bread, Beef",69,4,Canada,12/24/2023
89,"Grapes, Bread, Onions, Tomatoes, Oranges",42,1,United States,8/4/2022
307,Onions,53,8,Australia,9/17/2021
503,"Bananas, Cheese, Butter",57,15,United Kingdom,4/3/2020
7,"Pasta, Tomatoes",69,19,Australia,9/23/2021
507,"Bread, Potatoes",79,11,Australia,11/16/2022
487,Eggs,29,14,Germany,8/24/2022
86,"Potatoes, Oranges, Butter, Grapes, Milk",32,1,United States,10/19/2020
913,Eggs,90,17,Australia,2/15/2022
228,Carrots,30,14,Australia,7/25/2021
818,"Bananas, Oranges, Fish, Chicken",45,4,United Kingdom,10/1/2023
270,"Milk, Pasta, Bananas",25,19,United States,7/6/2022
371,Cereal,60,17,United States,11/29/2023
913,Cheese,76,11,United States,5/31/2022
788,"Cereal, Fish",13,2,United Kingdom,2/21/2021
310,"Grapes, Cereal, Potatoes, Fish",70,17,United Kingdom,7/21/2023
476,"Carrots, Lettuce",23,19,Canada,9/9/2023
315,"Grapes, Cereal, Eggs",0,15,Germany,3/21/2024
763,"Bananas, Tomatoes, Chicken",25,18,Canada,6/30/2022
370,Carrots,5,12,United Kingdom,3/29/2024
129,"Tomatoes, Apples, Eggs, Carrots",45,6,United States,8/2/2024
128,Bread,48,8,Australia,9/22/2024
104,"Eggs, Pasta",81,14,Canada,6/21/2024
479,"Eggs, Fish, Oranges, Apples",66,1,United States,8/23/2024
809,Potatoes,11,16,United States,1/30/2024
53,Pasta,37,5,United Kingdom,11/7/2023
45,"Potatoes, Carrots, Cereal",41,1,Australia,12/11/2022
777,"Bananas, Lettuce",49,15,Germany,11/23/2022
763,"Grapes, Chicken, Bananas, Onions",75,5,Australia,8/26/2022
385,"Tomatoes, Cereal",0,8,Canada,2/13/2022
662,"Carrots, Apples, Butter, Bread",12,7,Germany,4/1/2021
30,"Beef, Grapes, Eggs, Apples",42,15,United Kingdom,12/27/2022
520,"Grapes, Bread",41,4,Canada,4/27/2023
338,"Cereal, Bread, Lettuce",91,13,Canada,1/8/2020
144,"Potatoes, Grapes",25,3,Germany,8/10/2022
727,"Milk, Onions, Tomatoes, Beef",84,6,Canada,5/10/2022
563,"Lettuce, Carrots",39,8,Canada,2/21/2023
785,"Bananas, Potatoes, Oranges",7,11,Canada,7/11/2020
306,"Pasta, Eggs",13,14,Canada,3/25/2022
618,"Chicken, Bread, Cereal",50,10,Germany,4/30/2024
816,"Carrots, Butter",78,3,United States,5/24/2023
260,Beef,34,18,Canada,5/3/2020
931,"Butter, Carrots, Grapes",81,6,Germany,7/13/2022
434,"Bread, Onions",55,19,Canada,7/3/2024
208,"Pasta, Fish",2,13,Canada,12/6/2021
324,"Oranges, Beef, Onions, Tomatoes",80,2,Canada,6/29/2020
597,"Chicken, Cheese, Butter, Oranges, Lettuce",58,8,Australia,11/12/2020
23,"Apples, Oranges, Milk, Onions",49,10,United States,4/8/2021
772,"Milk, Bananas, Beef, Fish, Carrots",28,6,Germany,5/19/2022
486,Milk,24,8,Australia,8/19/2022
557,"Lettuce, Bread, Eggs, Apples",81,7,United Kingdom,7/3/2020
966,"Eggs, Cheese, Carrots, Potatoes, Butter",82,6,Germany,3/14/2022
53,"Chicken, Milk, Onions, Pasta",19,17,Canada,9/28/2023
555,Apples,79,1,Germany,1/10/2020
427,"Chicken, Fish, Grapes, Carrots, Rice",3,16,Germany,2/13/2024
925,"Chicken, Butter, Bread",8,11,United States,5/2/2024
316,Chicken,26,11,United States,12/10/2024
285,"Bananas, Eggs",52,5,Germany,8/20/2024
824,Milk,17,13,Canada,8/8/2024
90,Chicken,57,7,Canada,12/10/2023
948,"Cheese, Carrots, Milk, Chicken, Eggs",42,17,Canada,8/18/2024
414,Tomatoes,34,14,Germany,8/5/2020
421,Cereal,980,20,United Kingdom,1/1/2021
855,Potatoes,86,9,United States,6/14/2024
920,"Rice, Onions, Pasta, Milk",54,8,Germany,11/27/2021
673,"Cheese, Rice, Butter",95,16,United Kingdom,6/5/2023
165,"Bread, Butter",23,9,United Kingdom,5/3/2021
721,"Beef, Oranges, Grapes, Onions, Milk",34,17,Canada,4/4/2023
